Date,Oil volume (m3/day),Water volume (m3/day),Volume of liquid (m3/day),Gas volume (m3/day),Water cut (%),Working hours,Dynamic level (m),Reservoir pressure (atm)
2023-02-24,47.08876756094835,16.238199828494416,74.03719739745934,13068.088747351727,34.50952611055394,24.77582564373819,1835.958083641962,212.67207031862318
2023-02-25,46.61309517884996,23.480082293222345,65.83422435442019,13140.696255301918,27.334202554680964,22.36354292812964,1755.8534922235558,218.7739878917412
2023-02-26,51.531083254653986,23.073189587250106,70.52192469922406,12938.798048865883,31.897682650777504,22.911038006151443,1797.0620903918073,213.71918748512462
2023-02-27,47.532916025397824,20.691007386145934,70.84476068955769,12864.43028273316,25.583563589805888,23.641206250760504,1761.5834001300884,210.01383349999
2023-02-28,49.66310772856306,19.071832972259998,74.61936378547229,12996.337838273546,32.30709099127476,24.493178692080523,1795.7058761331368,212.47685022492317
2023-03-01,47.444255920016026,15.691669954551381,67.92147526792549,13278.202861397975,33.8172021233384,25.54784312486967,1847.9962326342309,213.18233509177063
2023-03-02,46.5896958364552,21.974287731445635,67.40828779915446,12893.565445875422,27.724368954659624,24.475304672965507,1792.3706353455473,218.58777468231904
2023-03-03,46.10375141164305,19.53542682678069,66.00293942265498,13251.991977464118,28.790568960774287,22.533845883739737,1835.7124917504568,214.58503167066445
2023-03-04,51.56329589465273,22.22055599470348,65.16429629591474,13071.902975038663,28.74296183320916,25.92232053114913,1761.7315564183193,214.445872878113
2023-03-05,46.38182951348614,23.663823259286293,74.2952931679219,13028.455710822884,32.48788257540133,25.48714293902197,1777.1252076761864,213.36102266399888
2023-03-06,46.965823616800535,24.75521505002886,71.6991654659091,13241.020705114945,27.37807242539039,24.010883044581295,1790.3792740667334,218.8067812304708
2023-03-07,48.68725170660964,23.558033423926112,72.85152912023138,13029.301980884293,26.71853099047643,25.68939192718653,1789.981214000933,219.45026776940392
2023-03-08,53.20993229847935,15.11714084185002,67.8173010575395,13162.083818305771,29.49291648687738,24.165523175028543,1817.1383478670152,219.9189032915463
2023-03-09,45.971012757930616,18.59978064478364,70.86410166186327,12999.512660851551,28.044684073773194,25.69322427155665,1784.4718127375509,213.76741266960985
2023-03-10,53.37944907498804,22.29990562424058,65.6395526612098,13252.022196450478,33.39189122258652,25.319589474413373,1821.3766868410016,219.66147445627172
2023-03-11,45.96098407893963,16.716296772614406,69.85627595934623,13145.012510095614,27.37741826015639,25.87314564117719,1813.9186899225392,217.91879569630902
2023-03-12,54.76459465013396,20.21036606204129,74.77495139744447,13149.811027125259,30.023894574892616,25.679131243112632,1789.9161145254773,216.75689147644266
2023-03-13,49.68651201647702,15.543379883392536,73.76505245316591,12963.86020077856,34.4258359969793,22.144135269714276,1793.176012765432,212.44889479420098
2023-03-14,54.76761088190337,16.999965248964,68.38158951836846,13178.389321368444,31.339976977446607,22.69908801664376,1811.4527699810321,212.1645726094421
2023-03-15,51.04845519745046,15.18521794460614,74.61570154541499,13118.030527723571,33.67289405462465,23.556538708404744,1757.0042190144645,211.66047824521246
2023-03-16,52.39263579398302,22.936977033574205,67.31701626471204,12920.010136689854,34.40209689354767,25.808570789181683,1832.240673835569,219.22756610225366
2023-03-17,45.39187792254321,17.2392468806038,74.49318822415681,12880.269411242629,32.50764861886352,23.200115677903717,1815.3421161113638,212.94076662383165
2023-03-18,47.828069625764094,18.453516806969027,74.41377704706498,13198.195737258666,31.99575060224751,22.641870575550403,1822.6342464417835,214.53094245448878
2023-03-19,46.20196561213169,24.28081293465591,72.99202587352391,13279.58330151761,34.67965566604227,25.54521866434624,1803.6923001082391,214.93957833987224
2023-03-20,47.96140197522145,22.044144019235326,71.30447936866791,13029.06941363002,34.94400789647679,23.785577661932813,1761.0477110991744,217.78171595450254
2023-03-21,46.18727718954244,15.318389295313079,73.74287966624946,13095.492082661842,29.518216826697596,25.631502377417306,1790.503561329695,218.44234961553025
2023-03-22,48.17983179393976,16.646941564979127,67.93020284507797,13228.861322096778,25.708697781842083,22.640921865280575,1790.5373582848556,211.39072701148612
2023-03-23,49.1426299451467,21.214784014997633,73.48943555312918,13028.611726676929,27.927940314405188,24.6444700460324,1782.1042990043218,214.26904360211074
2023-03-24,45.641474963487845,20.772285886041676,71.17876691917525,13275.937238416369,26.523547056877305,23.761055011317968,1752.9950324904748,218.42854887835458
2023-03-25,51.9247211937002,17.378928213745088,65.13236857758899,13087.875581022436,29.174863747960117,22.305947076121143,1823.7254242596478,218.18033305755839
2023-03-26,50.66601454206575,24.34213997924794,68.4723351793222,13210.383560350658,26.31289328473256,24.78585257861,1760.97844580625,211.02413758452417
2023-03-27,47.65389490939445,21.13965955965896,66.48140860948165,13254.42185920637,31.04117804020882,22.989595022156614,1810.6308133045086,211.56383348867962
2023-03-28,50.232480534667,20.356328030249582,74.81829389818253,13207.761909384284,28.82808059157854,22.15846209031807,1820.3217496467216,213.04198691599407
2023-03-29,45.93940510758442,20.89909976354571,69.78370307039988,12879.707231724478,33.9538588428821,22.239777192998293,1813.4786322933694,210.7535906908334
2023-03-30,50.759464955561796,22.301220295167695,69.97391365498663,13114.44921953085,34.67794671798502,22.24431414826715,1845.9142251977976,214.24663002840592
2023-03-31,54.29296197576214,18.119449954796018,71.39472516398723,12999.217129309838,30.46884901669422,25.63093182994016,1760.3298155085138,211.07617705149582
2023-04-01,48.185689524513236,18.98221062216092,68.68584606129617,12831.356476011673,27.748235698675966,24.959535671316402,1836.71671591052,215.68217593669846
2023-04-02,51.67410379963682,17.09843748975122,66.36900271685599,13012.016125944921,30.922304187618366,25.59224942885494,1752.9190234848913,212.46556939811157
2023-04-03,46.317978624043924,16.861930058803363,73.22117733194246,12929.342033444704,33.967611582244096,24.690329245186085,1803.4916854927085,215.96433065349623
2023-04-04,52.16327204118566,24.443723899839334,66.89847911902758,13224.519154214255,29.06733345835748,24.115759716123534,1790.424361793926,211.17525642903638
2023-04-05,47.89406092947201,22.395507950492878,70.11318982546456,12816.652313273347,30.52078276691971,23.217785457389514,1802.4183860393757,219.75883868418532
2023-04-06,46.83191362007117,19.90458808617567,67.2431702897474,13279.491360931737,27.71652767606146,25.991849005314695,1786.509987706001,219.3256120385734
2023-04-07,50.86512934810083,17.27414627973323,65.97844484494034,12977.684424235966,29.55444149450027,23.448756235757557,1769.0566914940068,213.91796938564667
2023-04-08,45.201075461874936,17.54356481770393,73.62191517421684,12978.353445201272,29.017135353795986,23.88259579685564,1751.912289744869,212.42178594126085
2023-04-09,53.28940029217363,15.580291603238756,74.7291948902313,12808.164251341854,27.48413465082971,23.51298069969385,1801.8149813791174,212.50398212853574
2023-04-10,45.04695476192547,19.344166255581207,74.60834658063,12892.616162618093,30.058663838253082,25.918107717341833,1834.2776862684843,214.83393535202393
